Id,Age,Gender,Wt,Height,Race,Exposure to fake news [hours/day],Rxn lvl,Notes,Trust level [%],Soc.Med,Status
340,52,Male,114,173,White,7,5,Completely unaware,54,Instagram,Active
341,49,Non-Binary,58,197,Mixed,9.6,6,Occasional check,82,Unknown,Active
342,52,Female,93,194,Asian,5.9,11,Participates in spreading,-5,Instagram,Needs Verification
343,45,Male,55,150,Asian,4.6,0,Does not engage,106,Snapchat,Inactive
344,59,Non-Binary,113,152,Black,13.5,11,Needs Verification,28,Facebook,Active
345,59,Female,64,185,Asian,3.4,4,Indifferent,71,Unknown,Warning Issued
346,47,Non-Binary,85,187,Other,8.5,6,Needs Verification,86,Facebook,Error
347,63,Non-Binary,61,175,Mixed,2.1,6,Fully converted,71,Unknown,Active
348,22,Non-Binary,53,182,Hispanic,10,5,Believes everything,8,TikTok,Inactive
349,36,Non-Binary,65,170,White,0.1,8,More fake news than reality,17,Instagram,Needs Verification
350,37,Non-Binary,88,194,Other,6.1,10,Unknown,5,Twitter,Inactive
351,21,Female,62,153,Asian,13.5,10,Values nothing,47,TikTok,Pending Review
352,53,Female,65,195,Other,6.9,2,Values nothing,105,Snapchat,Active
353,38,Non-Binary,73,190,Other,7.3,6,Unknown,107,Snapchat,Needs Verification
354,70,Female,101,193,Asian,1.6,10,Does not engage,-6,TikTok,Inactive
355,69,Male,95,191,Black,2,4,Does not engage,65,WeChat,Needs Verification
356,47,Non-Binary,56,176,White,4.4,1,Does not engage,102,Twitter,Suspended
357,47,Non-Binary,76,179,Hispanic,7.2,1,More fake news than reality,-5,Snapchat,Pending Review
358,30,Male,71,171,Black,13.7,3,Some skepticism,-7,TikTok,Suspended
359,57,Female,76,190,White,7,4,Indifferent,-1,WhatsApp,Active
360,68,Female,98,154,Hispanic,6.2,8,Believes everything,104,Twitter,Pending Review
361,47,Male,61,150,White,6.9,10,Very Confused,111,Instagram,Needs Verification
362,66,Non-Binary,107,155,Hispanic,10.1,10,Very Confused,94,WhatsApp,Pending Review
363,24,Male,114,182,Black,7.9,8,Participates in spreading,49,Unknown,Suspended
364,26,Female,103,154,Hispanic,3.6,8,Completely unaware,91,WeChat,Warning Issued
365,50,Male,52,152,Mixed,12.5,10,Fully converted,15,Instagram,Active
366,26,Female,81,185,Hispanic,10.9,2,Needs Verification,29,Twitter,Inactive
367,61,Male,51,152,Other,5.6,4,Needs Verification,64,Snapchat,Warning Issued
368,42,Female,67,166,Other,13.5,4,Some skepticism,65,WhatsApp,Suspended
369,68,Female,110,164,Black,4.5,11,Participates in spreading,81,TikTok,Active
370,47,Male,86,170,Asian,15,7,Believes everything,72,WeChat,Suspended
371,50,Non-Binary,53,164,White,9.9,2,Some skepticism,112,WeChat,Pending Review
372,64,Non-Binary,117,168,Other,7.1,7,Some skepticism,82,Snapchat,Warning Issued
373,69,Non-Binary,66,197,Asian,9.3,1,Unknown,24,Snapchat,Needs Verification
374,51,Non-Binary,115,192,Black,8.7,6,Some skepticism,72,WeChat,Inactive
375,34,Female,118,174,Mixed,1.4,8,Some skepticism,59,Unknown,Suspended
376,33,Male,115,187,Mixed,5,11,Participates in spreading,11,Facebook,Warning Issued
377,33,Non-Binary,100,168,Asian,10.6,11,More fake news than reality,61,WeChat,Error
378,34,Non-Binary,58,193,Mixed,11.5,11,Does not engage,13,Twitter,Needs Verification
379,40,Female,54,180,Asian,2.9,7,Values nothing,-5,Facebook,Suspended
380,36,Male,106,184,Asian,0.6,9,More fake news than reality,37,Instagram,Suspended
381,50,Male,75,181,Black,14.4,2,Indifferent,70,WeChat,Pending Review
382,52,Male,95,175,Other,9,6,Occasional check,109,Snapchat,Suspended
383,62,Non-Binary,74,162,Asian,3.9,11,Very Confused,9,Unknown,Error
384,51,Male,55,170,White,2.9,3,Very Confused,76,Twitter,Error
385,47,Non-Binary,75,153,Black,6.1,4,Needs Verification,23,Snapchat,Needs Verification
386,64,Female,88,177,Hispanic,0.5,10,Unknown,45,Facebook,Active
387,65,Non-Binary,111,169,Mixed,8.3,4,Indifferent,33,WeChat,Error
388,63,Female,89,151,Black,3.4,9,Fully converted,27,WhatsApp,Error
389,37,Female,70,178,Asian,13.3,1,Occasional check,17,Unknown,Error
390,38,Female,66,175,Hispanic,2.9,0,Completely unaware,100,Twitter,Needs Verification
391,57,Non-Binary,100,195,Other,6.7,8,Some skepticism,109,TikTok,Pending Review
392,22,Non-Binary,102,160,Hispanic,12.3,10,Very Confused,73,WhatsApp,Active
393,19,Female,86,169,Mixed,2.2,3,Very Confused,-4,Snapchat,Inactive
394,61,Non-Binary,60,179,Black,2.9,3,Some skepticism,95,WhatsApp,Needs Verification
395,70,Male,56,175,Mixed,0.9,7,Completely unaware,26,Snapchat,Inactive
396,18,Male,50,155,Hispanic,11.3,1,Completely unaware,80,WeChat,Inactive
397,30,Female,81,199,Black,14.4,8,Very Confused,93,Twitter,Warning Issued
398,31,Non-Binary,104,150,Black,5.5,7,Unknown,80,WeChat,Active
399,60,Male,89,162,Mixed,8.3,9,Occasional check,35,WeChat,Needs Verification
400,49,Female,53,176,Black,0.2,0,Very Confused,62,Twitter,Needs Verification
401,47,Non-Binary,114,163,Mixed,10.6,7,Unknown,51,Snapchat,Active
402,21,Non-Binary,71,175,Asian,13.8,3,Participates in spreading,18,Instagram,Pending Review
403,67,Male,107,194,Black,13.2,7,Some skepticism,54,Snapchat,Active
404,50,Non-Binary,95,191,Other,8.9,6,Values nothing,92,WhatsApp,Inactive
405,28,Male,97,156,Other,0.1,1,Does not engage,112,TikTok,Suspended
406,55,Female,115,200,Other,4.9,9,Indifferent,0,Snapchat,Warning Issued
407,53,Non-Binary,51,191,White,14.9,2,Participates in spreading,81,WhatsApp,Needs Verification
408,46,Non-Binary,59,187,Black,6.9,7,Very Confused,8,TikTok,Suspended
409,45,Non-Binary,117,169,Asian,0.5,10,Some skepticism,113,Twitter,Suspended
410,40,Non-Binary,104,174,White,9.2,8,Needs Verification,26,TikTok,Active
411,37,Male,88,162,White,6.9,5,Participates in spreading,89,WhatsApp,Error
412,32,Non-Binary,105,155,Other,13.8,3,Needs Verification,112,Unknown,Inactive
413,70,Male,63,189,Other,6.5,11,Participates in spreading,67,Instagram,Pending Review
414,41,Non-Binary,102,187,Mixed,12.5,5,Completely unaware,42,Snapchat,Inactive
415,48,Male,62,152,Hispanic,6.4,8,Participates in spreading,5,Snapchat,Needs Verification
416,54,Female,114,176,Black,6.9,10,Fully converted,73,Facebook,Needs Verification
417,63,Male,119,179,Black,7.5,5,Very Confused,12,Instagram,Warning Issued
418,33,Non-Binary,59,151,White,12,4,Some skepticism,-8,WhatsApp,Active
419,65,Non-Binary,98,175,White,7.3,3,Completely unaware,-5,WhatsApp,Pending Review
420,51,Male,106,162,Other,7.8,0,Unknown,83,Facebook,Pending Review
421,47,Non-Binary,97,158,Mixed,1.2,3,Some skepticism,90,Twitter,Active
422,52,Non-Binary,89,175,White,10.1,10,Does not engage,25,Facebook,Inactive
423,19,Non-Binary,97,167,Hispanic,4.9,0,Indifferent,71,Facebook,Needs Verification
424,49,Non-Binary,87,169,Black,11.5,0,Some skepticism,55,Twitter,Warning Issued
425,29,Female,93,197,Asian,4.7,2,Completely unaware,112,WeChat,Inactive
426,22,Male,91,151,Mixed,4.5,0,Completely unaware,73,Snapchat,Pending Review
427,42,Male,82,200,White,1.5,11,More fake news than reality,92,WhatsApp,Warning Issued
428,35,Non-Binary,68,160,Mixed,12.6,5,Some skepticism,33,Instagram,Warning Issued
429,40,Female,116,156,White,0.9,4,Does not engage,-6,Snapchat,Pending Review
430,49,Female,118,166,Black,6.6,4,Fully converted,64,Unknown,Warning Issued
431,42,Female,84,176,White,14.7,3,Fully converted,53,WhatsApp,Suspended
432,33,Male,64,174,Black,1.2,5,Occasional check,103,Snapchat,Inactive
433,59,Male,62,172,Mixed,6.6,9,Indifferent,112,TikTok,Error
434,59,Non-Binary,77,194,Mixed,4.1,0,Indifferent,40,Facebook,Suspended
435,42,Female,107,195,Asian,8.5,6,Participates in spreading,34,WhatsApp,Active
436,36,Non-Binary,85,155,Mixed,6.5,4,Unknown,-8,TikTok,Warning Issued
437,27,Male,74,188,Asian,11.3,11,Fully converted,16,Instagram,Inactive
438,70,Female,84,198,Other,3.1,3,Believes everything,105,Unknown,Suspended
439,56,Male,103,191,Asian,1.8,4,Very Confused,-10,Snapchat,Inactive
440,67,Non-Binary,69,164,White,0.2,4,Very Confused,117,WeChat,Active
441,41,Non-Binary,104,178,Hispanic,3.2,0,Needs Verification,24,WhatsApp,Warning Issued
442,40,Female,84,179,Other,3.4,4,Does not engage,54,Snapchat,Inactive
443,19,Non-Binary,65,182,Black,7.6,2,Participates in spreading,85,Unknown,Active
444,34,Female,68,193,Black,2.1,10,Some skepticism,23,TikTok,Inactive
445,31,Non-Binary,108,177,Hispanic,5.1,7,Needs Verification,-6,Instagram,Error
446,44,Male,106,162,Mixed,6,0,Fully converted,79,Snapchat,Warning Issued
447,19,Non-Binary,57,175,Black,12,3,Does not engage,40,Twitter,Active
448,37,Male,59,195,Mixed,14.3,1,Values nothing,54,Instagram,Active
449,27,Non-Binary,77,165,Black,7.3,9,Completely unaware,51,WeChat,Active
450,26,Female,109,158,Hispanic,2.6,4,Fully converted,-3,Instagram,Warning Issued
451,23,Male,87,158,Hispanic,8.6,5,Does not engage,34,WeChat,Pending Review
452,59,Female,64,155,Black,2.4,3,Unknown,65,WhatsApp,Active
453,48,Female,64,160,Other,2.7,5,Participates in spreading,57,Unknown,Needs Verification
454,20,Female,107,165,Other,13.7,0,Participates in spreading,49,WeChat,Needs Verification
455,19,Male,111,164,Asian,8.6,6,Occasional check,19,Facebook,Error
456,23,Non-Binary,111,150,Hispanic,13.6,6,Some skepticism,51,Snapchat,Needs Verification
457,28,Male,64,200,Asian,13.7,6,Very Confused,117,Instagram,Pending Review
458,19,Male,117,178,Mixed,14.6,6,Participates in spreading,116,Facebook,Warning Issued
459,40,Male,59,188,Hispanic,13.4,4,Indifferent,115,Unknown,Error
460,40,Male,76,190,Mixed,1.3,11,Some skepticism,25,TikTok,Inactive
461,66,Non-Binary,94,163,Asian,6.5,5,Some skepticism,120,TikTok,Error
462,60,Non-Binary,63,172,Other,4.4,4,Needs Verification,50,Snapchat,Error
463,63,Male,67,164,White,2.6,6,Some skepticism,40,Facebook,Suspended
464,31,Male,110,198,Hispanic,10,9,Unknown,114,TikTok,Active
465,54,Non-Binary,80,194,Hispanic,0.8,8,Indifferent,82,TikTok,Pending Review
466,40,Female,57,151,Hispanic,2.1,11,Fully converted,28,WeChat,Active
467,37,Male,74,191,Other,6.9,9,Fully converted,78,Snapchat,Suspended
468,39,Male,106,169,Hispanic,2.9,11,Occasional check,107,TikTok,Pending Review
469,39,Female,61,187,Mixed,9.1,1,More fake news than reality,108,Snapchat,Error
470,32,Female,79,183,White,2,3,Does not engage,-5,Snapchat,Pending Review
471,52,Male,105,154,White,9.8,11,Unknown,27,WeChat,Active
472,67,Male,115,151,Hispanic,0.4,10,Fully converted,97,Snapchat,Error
473,34,Female,91,198,Hispanic,10.2,10,Completely unaware,60,WeChat,Needs Verification
474,66,Male,88,192,White,10.6,4,More fake news than reality,64,WeChat,Pending Review
475,70,Male,83,178,White,3.4,0,Values nothing,119,TikTok,Error
476,44,Male,100,166,Black,0.9,1,Occasional check,33,Instagram,Error
477,64,Male,117,166,White,12.3,9,More fake news than reality,-8,Instagram,Warning Issued
478,47,Female,66,159,White,7.8,3,Fully converted,16,WhatsApp,Pending Review
479,31,Male,56,175,Mixed,7.4,0,Indifferent,97,Instagram,Needs Verification
480,50,Male,103,200,Asian,8.6,7,Participates in spreading,41,WeChat,Active
481,48,Non-Binary,55,194,Asian,6.3,1,Unknown,86,Instagram,Needs Verification
482,22,Female,103,199,Mixed,3.5,0,Very Confused,40,Unknown,Suspended
483,51,Male,96,176,Mixed,0.1,10,Occasional check,25,TikTok,Inactive
484,24,Female,110,178,Hispanic,11.3,8,More fake news than reality,65,Snapchat,Pending Review
485,67,Non-Binary,100,156,Hispanic,8.2,2,Very Confused,17,Snapchat,Suspended
486,44,Male,116,151,Black,1.1,11,Believes everything,-7,WhatsApp,Error
487,26,Non-Binary,84,181,Asian,7.3,2,Occasional check,80,WhatsApp,Pending Review
488,40,Female,69,197,Hispanic,4.9,2,More fake news than reality,48,TikTok,Error
489,42,Female,62,191,Hispanic,1.3,9,Occasional check,115,Unknown,Needs Verification
490,42,Male,61,179,Hispanic,14.3,7,Participates in spreading,24,Unknown,Pending Review
491,51,Non-Binary,72,197,White,0.6,7,Completely unaware,69,WhatsApp,Warning Issued
492,48,Female,98,188,Asian,12.1,4,Does not engage,120,Facebook,Error
493,35,Male,99,185,Asian,7.1,2,Some skepticism,68,Snapchat,Inactive
494,22,Male,58,167,Mixed,7.7,9,Some skepticism,69,WeChat,Suspended
495,25,Non-Binary,62,166,Asian,8.6,9,Very Confused,47,Snapchat,Error
496,24,Non-Binary,99,199,Other,13.3,11,Fully converted,10,TikTok,Inactive
497,41,Non-Binary,99,161,Asian,12.4,1,Fully converted,89,Instagram,Suspended
498,47,Male,76,178,Other,6.6,3,Completely unaware,88,Facebook,Error
499,31,Female,76,166,Hispanic,1.5,8,Occasional check,93,Snapchat,Active
500,21,Male,72,171,Asian,8,0,Some skepticism,98,WeChat,Active
501,65,Female,92,158,Other,2.4,9,Believes everything,101,Twitter,Needs Verification
502,36,Non-Binary,68,162,Hispanic,11.6,11,More fake news than reality,30,Unknown,Inactive
503,42,Female,90,158,Other,14.5,4,Some skepticism,55,Twitter,Suspended
504,69,Male,58,200,Black,2.4,3,Very Confused,99,WhatsApp,Inactive
505,25,Non-Binary,63,200,Hispanic,14.7,3,Participates in spreading,107,Unknown,Suspended
506,50,Male,73,150,Asian,5.4,9,Values nothing,106,Instagram,Error
507,24,Non-Binary,120,161,Asian,10.2,9,Very Confused,63,WhatsApp,Needs Verification
508,22,Female,58,199,Hispanic,10.7,4,Fully converted,24,Twitter,Warning Issued
509,40,Non-Binary,87,173,Hispanic,13.5,11,Occasional check,-10,WhatsApp,Error
510,54,Non-Binary,72,194,Mixed,11.7,8,Does not engage,35,Unknown,Warning Issued
511,65,Female,52,175,White,1.9,0,Values nothing,40,Snapchat,Active
512,23,Non-Binary,107,175,Asian,7.8,7,Believes everything,-1,Twitter,Warning Issued
513,59,Male,52,194,Mixed,8.4,7,Does not engage,60,Unknown,Active
514,63,Female,55,177,Other,9.3,3,Unknown,88,Twitter,Active
515,37,Non-Binary,100,172,White,6.2,1,Participates in spreading,29,TikTok,Needs Verification
516,63,Female,51,199,Mixed,14.4,8,Believes everything,-9,Facebook,Warning Issued
517,40,Non-Binary,109,186,Other,9.4,7,Participates in spreading,42,Snapchat,Warning Issued
518,41,Male,65,159,Other,1,0,Occasional check,63,TikTok,Active
519,38,Male,89,191,Black,7,9,Unknown,95,TikTok,Warning Issued
520,47,Male,115,162,Other,13.4,1,Believes everything,22,WeChat,Warning Issued
521,64,Male,75,169,Other,12.1,5,Values nothing,67,Twitter,Error
522,65,Non-Binary,96,158,Asian,0.8,5,Some skepticism,28,WhatsApp,Needs Verification
523,32,Male,84,176,Asian,8.6,4,Participates in spreading,86,Instagram,Suspended
524,30,Non-Binary,89,160,Hispanic,2.4,11,Needs Verification,33,WhatsApp,Warning Issued
525,68,Female,78,151,Asian,3.9,5,Unknown,-3,WhatsApp,Warning Issued
526,26,Non-Binary,53,191,Hispanic,13.1,5,Unknown,54,Twitter,Error
527,34,Male,78,191,White,2.2,11,Occasional check,43,TikTok,Needs Verification
528,60,Female,64,153,White,3.7,0,Needs Verification,58,Instagram,Suspended
529,25,Female,68,197,White,14,9,Does not engage,38,Twitter,Error
530,61,Non-Binary,91,162,Hispanic,4.7,10,Does not engage,55,WhatsApp,Warning Issued
531,22,Female,82,183,Hispanic,2.7,7,Does not engage,19,Snapchat,Warning Issued
532,69,Female,115,161,Asian,10.6,3,Fully converted,16,Snapchat,Inactive
533,28,Male,73,155,White,12.7,6,Occasional check,109,Facebook,Needs Verification
534,19,Male,51,176,Black,12.8,1,Completely unaware,107,Snapchat,Pending Review
535,42,Male,62,160,Asian,5.8,9,Some skepticism,2,Facebook,Pending Review
536,49,Female,112,180,Other,0.8,5,Participates in spreading,52,Snapchat,Pending Review
537,18,Female,72,182,Hispanic,4.1,1,Completely unaware,60,Unknown,Suspended
538,29,Male,97,166,Asian,9.6,9,Needs Verification,90,WeChat,Needs Verification
539,60,Non-Binary,75,150,Other,8.2,8,Occasional check,30,Unknown,Error
540,56,Female,104,184,Hispanic,9.9,0,Some skepticism,93,WeChat,Needs Verification
541,30,Non-Binary,107,189,Other,1.5,1,Occasional check,105,Instagram,Suspended
542,66,Female,115,177,White,9.9,2,Some skepticism,119,TikTok,Warning Issued
543,24,Male,108,188,Asian,1.9,11,Some skepticism,117,Twitter,Pending Review
544,50,Female,63,176,White,13.3,4,Occasional check,4,WhatsApp,Error
545,69,Female,110,181,Other,10.7,0,Values nothing,51,Unknown,Pending Review
546,24,Male,67,179,White,5,10,Some skepticism,64,Instagram,Error
547,31,Non-Binary,103,198,Asian,8.8,3,Indifferent,-5,Instagram,Inactive
548,66,Non-Binary,65,181,Asian,14.3,11,Very Confused,-4,Snapchat,Pending Review
549,24,Non-Binary,63,167,Mixed,9.3,0,Needs Verification,13,Unknown,Suspended
550,57,Male,93,168,Black,13.3,0,Completely unaware,58,Twitter,Inactive
551,29,Female,62,168,White,14.2,0,Needs Verification,69,TikTok,Inactive
552,44,Male,105,182,Hispanic,6.5,5,Does not engage,31,Facebook,Pending Review
553,22,Male,55,198,Other,7.6,2,Completely unaware,13,Facebook,Inactive
554,27,Non-Binary,116,188,Mixed,6.6,5,Does not engage,47,Twitter,Pending Review
555,32,Female,70,197,White,3.9,1,More fake news than reality,64,Twitter,Warning Issued
556,56,Male,95,176,Other,11.7,5,Does not engage,2,Facebook,Error
557,19,Female,83,185,Hispanic,12.8,9,Believes everything,112,TikTok,Suspended
558,41,Male,102,161,Black,9.4,5,Fully converted,36,WhatsApp,Inactive
559,49,Female,59,193,Asian,5.3,7,Some skepticism,-4,Facebook,Active
560,44,Non-Binary,118,153,Black,9,7,Needs Verification,95,TikTok,Inactive
561,45,Female,63,161,Black,5.3,0,Occasional check,87,Facebook,Pending Review
562,23,Female,81,195,Hispanic,4.2,7,Some skepticism,91,WhatsApp,Active
563,26,Male,74,170,Mixed,3.2,3,Occasional check,51,Unknown,Error
564,53,Non-Binary,59,155,Mixed,10.7,0,Participates in spreading,77,TikTok,Inactive
565,25,Male,60,167,Hispanic,8.6,3,Some skepticism,101,WeChat,Error
566,35,Non-Binary,114,198,Other,10.5,6,Some skepticism,43,Unknown,Inactive
567,44,Female,112,172,Asian,14.4,11,Participates in spreading,112,Facebook,Error
568,42,Male,115,174,Mixed,12.1,0,Does not engage,5,WeChat,Active
569,60,Male,71,188,Mixed,11.2,11,Completely unaware,35,WeChat,Error
570,20,Male,50,174,White,6.3,2,Fully converted,24,WhatsApp,Pending Review
571,39,Male,95,198,White,8.8,10,Very Confused,100,Unknown,Needs Verification
572,38,Non-Binary,68,196,Black,5.6,2,Values nothing,4,TikTok,Needs Verification
573,42,Non-Binary,101,191,Asian,6.7,2,More fake news than reality,5,Unknown,Inactive
574,61,Male,52,167,White,4.7,10,Needs Verification,-3,Unknown,Error
575,32,Female,73,179,Black,9.9,8,Needs Verification,24,Twitter,Active
576,70,Non-Binary,94,178,Asian,1.8,2,Occasional check,111,Twitter,Inactive
577,23,Male,97,190,Other,11.3,0,Does not engage,89,Snapchat,Suspended
578,25,Male,75,155,Hispanic,6,5,Needs Verification,65,TikTok,Inactive
579,59,Female,68,189,Other,2.8,8,Very Confused,117,TikTok,Pending Review
580,28,Male,86,173,Black,11.2,7,Participates in spreading,25,WhatsApp,Suspended
581,67,Non-Binary,54,172,Mixed,6.8,6,More fake news than reality,88,Snapchat,Active
582,68,Non-Binary,79,166,Asian,14.3,4,Believes everything,59,TikTok,Needs Verification
583,69,Male,116,192,Hispanic,4.5,8,Believes everything,-5,Instagram,Inactive
584,62,Male,59,175,Other,1.8,2,More fake news than reality,86,WhatsApp,Needs Verification
585,50,Female,55,200,Other,5.2,5,Completely unaware,22,WeChat,Warning Issued
586,67,Female,65,169,Other,10.8,5,Very Confused,109,Facebook,Needs Verification
587,43,Non-Binary,106,155,Black,14.7,10,Completely unaware,55,TikTok,Needs Verification
588,49,Female,115,163,Hispanic,13.4,11,Very Confused,70,Twitter,Inactive
589,57,Male,74,168,White,5.4,7,Needs Verification,14,Facebook,Suspended
590,18,Non-Binary,113,198,Asian,5.6,7,Does not engage,99,Twitter,Active
591,20,Non-Binary,56,183,Black,9.7,2,Completely unaware,106,Instagram,Pending Review
592,59,Non-Binary,96,171,White,9.5,4,Fully converted,45,WeChat,Error
593,20,Female,75,186,Mixed,14.4,7,Believes everything,24,Unknown,Needs Verification
